   500.00 999.99850278213160 
   503.42 999.99854437431634 
   506.84 999.99854033100280 
   510.26 999.99847419164973 
   513.69 999.99832833456605 
   517.11 999.99808434133763 
   520.53 999.99772368423191 
   523.95 999.99722902725478 
   527.37 999.99658603711441 
   530.79 999.99578583064385 
   534.21 999.99482780927372 
   537.63 999.99372252307001 
   541.06 999.99249412196787 
   544.48 999.99118172197075 
   547.90 999.98983914410110 
   551.32 999.98853269353333 
   554.74 999.98733665711393 
   558.16 999.98632705793534 
   561.58 999.98557398073376 
   565.00 999.98513392827431 
   568.43 999.98504298694684 
   571.85 999.98531222698045 
   575.27 999.98592586137670 
   578.69 999.98684310562521 
   582.11 999.98800257734820 
   585.53 999.98932942001932 
   588.95 999.99074332963596 
   592.38 999.99216662120239 
   595.80 999.99353104463148 
   599.22 999.99478252012898 
   602.64 999.99588374181951 
   606.06 999.99681402129670 
   609.48 999.99756773771787 
   612.90 999.99815129352748 
   616.32 999.99857956701624 
   619.75 999.99887275475930 
   623.17 999.99905315502804 
   626.59 999.99914313633360 
   630.01 999.99916366300670 
   633.43 999.99913343063906 
   636.85 999.99906850038633 
   640.27 999.99898210088850 
   643.70 999.99888483495545 
   647.12 999.99878441891713 
   650.54 999.99868608466159 
   653.96 999.99859259678021 
   657.38 999.99850450183135 
   660.80 999.99842059359628 
   664.22 999.99833873652881 
   667.64 999.99825545863973 
   671.07 999.99816794352137 
   674.49 999.99807460249542 
   677.91 999.99797425331519 
   681.33 999.99786779317469 
   684.75 999.99775688160719 
   688.17 999.99764417438882 
   691.59 999.99753256876579 
   695.01 999.99742449389237 
   698.44 999.99732121837110 
   701.86 999.99722232542445 
   705.28 999.99712534630100 
   708.70 999.99702568196471 
   712.12 999.99691659654457 
   715.54 999.99679007665793 
   718.96 999.99663669266158 
   722.39 999.99644663557592 
   725.81 999.99621042095714 
   729.23 999.99591977018054 
   732.65 999.99556885718243 
   736.07 999.99515529280097 
   739.49 999.99468143260731 
   742.91 999.99415535872515 
   746.33 999.99359136031421 
   749.76 999.99300987562935 
   753.18 999.99243628322847 
   756.60 999.99189900293061 
   760.02 999.99142657032360 
   763.44 999.99104443876752 
   766.86 999.99077174852334 
   770.28 999.99061914821164 
   773.70 999.99058681391432 
   777.13 999.99066636093198 
   780.55 999.99084071727282 
   783.97 999.99108804985258 
   787.39 999.99138494772012 
   790.81 999.99170969275485 
   794.23 999.99204387837835 
   797.65 999.99237576553014 
   801.08 999.99269724724559 
   804.50 999.99300383392290 
   807.92 999.99329179332369 
   811.34 999.99355590901450 
   814.76 999.99378711857673 
   818.18 999.99397148081789 
   821.60 999.99409016972572 
   825.02 999.99412083780760 
   828.45 999.99403997032653 
   831.87 999.99382602508433 
   835.29 999.99346247746337 
