3996.26934	-0.00139
3994.34064	-0.00139
3992.41194	-0.00138
3990.48324	-0.00136
3988.55454	-0.00136
3986.62584	-0.00136
3984.69714	-0.00136
3982.76843	-0.00136
3980.83973	-0.00136
3978.91103	-0.00135
3976.98233	-0.00134
3975.05363	-0.00133
3973.12493	-0.00134
3971.19623	-0.00135
3969.26752	-0.00136
3967.33882	-0.00136
3965.41012	-0.00136
3963.48142	-0.00136
3961.55272	-0.00136
3959.62402	-0.00136
3957.69532	-0.00135
3955.76661	-0.00135
3953.83791	-0.00136
3951.90921	-0.00136
3949.98051	-0.00136
3948.05181	-0.00136
3946.12311	-0.00135
3944.19441	-0.00133
3942.2657	-0.00133
3940.337	-0.00134
3938.4083	-0.00135
3936.4796	-0.00134
3934.5509	-0.00131
3932.6222	-0.0013
3930.6935	-0.0013
3928.76479	-0.00131
3926.83609	-0.0013
3924.90739	-0.00129
3922.97869	-0.00128
3921.04999	-0.00129
3919.12129	-0.00129
3917.19259	-0.00131
3915.26388	-0.00132
3913.33518	-0.00133
3911.40648	-0.00132
3909.47778	-0.00131
3907.54908	-0.00129
3905.62038	-0.00127
3903.69168	-0.00126
3901.76297	-0.00126
3899.83427	-0.00128
3897.90557	-0.0013
3895.97687	-0.00131
3894.04817	-0.0013
3892.11947	-0.00128
3890.19077	-0.00129
3888.26206	-0.00131
3886.33336	-0.0013
3884.40466	-0.00127
3882.47596	-0.00124
3880.54726	-0.00124
3878.61856	-0.00127
3876.68986	-0.00127
3874.76115	-0.00124
3872.83245	-0.00124
3870.90375	-0.00126
3868.97505	-0.00127
3867.04635	-0.00125
3865.11765	-0.00122
3863.18895	-0.00121
3861.26024	-0.00123
3859.33154	-0.00125
3857.40284	-0.00131
3855.47414	-0.00142
3853.54544	-0.00146
3851.61674	-0.00135
3849.68804	-0.00128
3847.75933	-0.00127
3845.83063	-0.00126
3843.90193	-0.00121
3841.97323	-0.00118
3840.04453	-0.00119
3838.11583	-0.00121
3836.18713	-0.00121
3834.25842	-0.00119
3832.32972	-0.00119
3830.40102	-0.0012
3828.47232	-0.0012
3826.54362	-0.0012
3824.61492	-0.00119
3822.68622	-0.00115
3820.75752	-0.00114
3818.82881	-0.0012
3816.90011	-0.00126
3814.97141	-0.00126
3813.04271	-0.00126
3811.11401	-0.00127
3809.18531	-0.00125
3807.25661	-0.00123
3805.3279	-0.00121
3803.3992	-0.00121
3801.4705	-0.00121
3799.5418	-0.0012
3797.6131	-0.00118
3795.6844	-0.0012
3793.7557	-0.00125
3791.82699	-0.00128
3789.89829	-0.00128
3787.96959	-0.00126
3786.04089	-0.00124
3784.11219	-0.00123
3782.18349	-0.00122
3780.25479	-0.00119
3778.32608	-0.0012
3776.39738	-0.00124
3774.46868	-0.00125
3772.53998	-0.00122
3770.61128	-0.00119
3768.68258	-0.00119
3766.75388	-0.00121
3764.82517	-0.00122
3762.89647	-0.00121
3760.96777	-0.00117
3759.03907	-0.00115
3757.11037	-0.00117
3755.18167	-0.00121
3753.25297	-0.00125
3751.32426	-0.00127
3749.39556	-0.00125
3747.46686	-0.00127
3745.53816	-0.00133
3743.60946	-0.00131
3741.68076	-0.00121
3739.75206	-0.00116
3737.82335	-0.00116
3735.89465	-0.00114
3733.96595	-0.00113
3732.03725	-0.00114
3730.10855	-0.00118
3728.17985	-0.00121
3726.25115	-0.00121
3724.32244	-0.00118
3722.39374	-0.00117
3720.46504	-0.00118
3718.53634	-0.00121
3716.60764	-0.00123
3714.67894	-0.00122
3712.75024	-0.00117
3710.82153	-0.00113
3708.89283	-0.00115
3706.96413	-0.00118
3705.03543	-0.00119
3703.10673	-0.00117
3701.17803	-0.00119
3699.24933	-0.00122
3697.32062	-0.00124
3695.39192	-0.00122
3693.46322	-0.00118
3691.53452	-0.00115
3689.60582	-0.00117
3687.67712	-0.00121
3685.74842	-0.00122
3683.81971	-0.00121
3681.89101	-0.00119
3679.96231	-0.00115
3678.03361	-0.00114
3676.10491	-0.00115
3674.17621	-0.00115
3672.24751	-0.00117
3670.3188	-0.00117
3668.3901	-0.00116
3666.4614	-0.00118
3664.5327	-0.0012
3662.604	-0.00119
3660.6753	-0.00119
3658.7466	-0.00118
3656.81789	-0.00117
3654.88919	-0.00114
3652.96049	-0.0011
3651.03179	-0.00106
3649.10309	-0.00104
3647.17439	-0.00104
3645.24569	-0.00108
3643.31698	-0.00112
3641.38828	-0.00112
3639.45958	-0.00112
3637.53088	-0.00111
3635.60218	-0.0011
3633.67348	-0.00109
3631.74478	-0.00109
3629.81607	-0.0011
3627.88737	-0.00108
3625.95867	-0.00107
3624.02997	-0.00107
3622.10127	-0.00106
3620.17257	-0.00104
3618.24387	-0.00102
3616.31516	-0.00103
3614.38646	-0.00105
3612.45776	-0.00107
3610.52906	-0.00109
3608.60036	-0.00108
3606.67166	-0.00106
3604.74296	-0.00106
3602.81425	-0.00106
3600.88555	-0.00104
3598.95685	-0.00104
3597.02815	-0.00105
3595.09945	-0.00105
3593.17075	-0.00106
3591.24205	-0.00107
3589.31334	-0.00106
3587.38464	-0.00104
3585.45594	-0.00104
3583.52724	-0.00105
3581.59854	-0.00106
3579.66984	-0.00107
3577.74114	-0.00107
3575.81243	-0.00107
3573.88373	-0.00107
3571.95503	-0.00107
3570.02633	-0.00105
3568.09763	-0.00102
3566.16893	-0.00101
3564.24023	-0.00102
3562.31152	-0.00104
3560.38282	-0.00105
3558.45412	-0.00106
3556.52542	-0.00105
3554.59672	-0.00105
3552.66802	-0.00105
3550.73932	-0.00104
3548.81061	-0.00104
3546.88191	-0.00103
3544.95321	-0.00102
3543.02451	-0.00103
3541.09581	-0.00104
3539.16711	-0.00104
3537.23841	-0.00104
3535.3097	-0.00104
3533.381	-0.00103
3531.4523	-0.00102
3529.5236	-0.001
3527.5949	-0.001
3525.6662	-0.001
3523.7375	-0.001
3521.80879	-0.001
3519.88009	-0.00101
3517.95139	-0.00101
3516.02269	-0.00101
3514.09399	-0.001
3512.16529	-9.8E-4
3510.23659	-9.7E-4
3508.30788	-9.6E-4
3506.37918	-9.7E-4
3504.45048	-9.7E-4
3502.52178	-9.7E-4
3500.59308	-9.7E-4
3498.66438	-9.7E-4
3496.73568	-9.8E-4
3494.80697	-9.8E-4
3492.87827	-9.7E-4
3490.94957	-9.8E-4
3489.02087	-9.8E-4
3487.09217	-9.7E-4
3485.16347	-9.6E-4
3483.23477	-9.5E-4
3481.30606	-9.5E-4
3479.37736	-9.5E-4
3477.44866	-9.5E-4
3475.51996	-9.5E-4
3473.59126	-9.6E-4
3471.66256	-9.6E-4
3469.73386	-9.6E-4
3467.80515	-9.5E-4
3465.87645	-9.5E-4
3463.94775	-9.5E-4
3462.01905	-9.5E-4
3460.09035	-9.6E-4
3458.16165	-9.7E-4
3456.23295	-9.7E-4
3454.30425	-9.7E-4
3452.37554	-9.6E-4
3450.44684	-9.5E-4
3448.51814	-9.4E-4
3446.58944	-9.3E-4
3444.66074	-9.3E-4
3442.73204	-9.3E-4
3440.80334	-9.3E-4
3438.87463	-9.4E-4
3436.94593	-9.3E-4
3435.01723	-9.3E-4
3433.08853	-9.3E-4
3431.15983	-9.3E-4
3429.23113	-9.2E-4
3427.30243	-9.1E-4
3425.37372	-9.1E-4
3423.44502	-9.2E-4
3421.51632	-9.2E-4
3419.58762	-9.3E-4
3417.65892	-9.4E-4
3415.73022	-9.5E-4
3413.80152	-9.4E-4
3411.87281	-9.2E-4
3409.94411	-9.2E-4
3408.01541	-9.2E-4
3406.08671	-9.2E-4
3404.15801	-9.2E-4
3402.22931	-9.2E-4
3400.30061	-9.2E-4
3398.3719	-9.2E-4
3396.4432	-9.1E-4
3394.5145	-9.1E-4
3392.5858	-9.1E-4
3390.6571	-9.1E-4
3388.7284	-9.2E-4
3386.7997	-9.1E-4
3384.87099	-9.1E-4
3382.94229	-9.1E-4
3381.01359	-9.1E-4
3379.08489	-9.1E-4
3377.15619	-9E-4
3375.22749	-8.9E-4
3373.29879	-9E-4
3371.37008	-9.1E-4
3369.44138	-9.1E-4
3367.51268	-9.1E-4
3365.58398	-9.1E-4
3363.65528	-9E-4
3361.72658	-8.8E-4
3359.79788	-8.8E-4
3357.86917	-8.8E-4
3355.94047	-8.9E-4
3354.01177	-9E-4
3352.08307	-9E-4
3350.15437	-9.1E-4
3348.22567	-9.2E-4
3346.29697	-9.2E-4
3344.36826	-9.1E-4
3342.43956	-9E-4
3340.51086	-9E-4
3338.58216	-8.9E-4
3336.65346	-8.9E-4
3334.72476	-9E-4
3332.79606	-9.1E-4
3330.86735	-9.1E-4
3328.93865	-9.1E-4
3327.00995	-9.1E-4
3325.08125	-9E-4
3323.15255	-9E-4
3321.22385	-9.1E-4
3319.29515	-9.1E-4
3317.36644	-9.1E-4
3315.43774	-9.1E-4
3313.50904	-9.1E-4
3311.58034	-9.1E-4
3309.65164	-9.1E-4
3307.72294	-9E-4
3305.79424	-9.1E-4
3303.86553	-9.1E-4
3301.93683	-9.1E-4
3300.00813	-9.1E-4
3298.07943	-9.1E-4
3296.15073	-9.1E-4
3294.22203	-9.1E-4
3292.29333	-9E-4
3290.36462	-9.1E-4
3288.43592	-9.2E-4
3286.50722	-9.3E-4
3284.57852	-9.3E-4
3282.64982	-9.2E-4
3280.72112	-9.2E-4
3278.79242	-9.2E-4
3276.86371	-9.3E-4
3274.93501	-9.3E-4
3273.00631	-9.4E-4
3271.07761	-9.4E-4
3269.14891	-9.3E-4
3267.22021	-9.2E-4
3265.29151	-9.1E-4
3263.3628	-9.1E-4
3261.4341	-9.2E-4
3259.5054	-9.3E-4
3257.5767	-9.3E-4
3255.648	-9.4E-4
3253.7193	-9.4E-4
3251.7906	-9.4E-4
3249.86189	-9.3E-4
3247.93319	-9.4E-4
3246.00449	-9.4E-4
3244.07579	-9.4E-4
3242.14709	-9.4E-4
3240.21839	-9.5E-4
3238.28969	-9.5E-4
3236.36098	-9.5E-4
3234.43228	-9.4E-4
3232.50358	-9.4E-4
3230.57488	-9.4E-4
3228.64618	-9.5E-4
3226.71748	-9.5E-4
3224.78878	-9.6E-4
3222.86007	-9.6E-4
3220.93137	-9.6E-4
3219.00267	-9.6E-4
3217.07397	-9.6E-4
3215.14527	-9.6E-4
3213.21657	-9.7E-4
3211.28787	-9.8E-4
3209.35916	-9.9E-4
3207.43046	-0.001
3205.50176	-0.001
3203.57306	-0.001
3201.64436	-9.9E-4
3199.71566	-9.8E-4
3197.78696	-9.8E-4
3195.85825	-9.9E-4
3193.92955	-9.9E-4
3192.00085	-9.9E-4
3190.07215	-9.9E-4
3188.14345	-9.9E-4
3186.21475	-0.001
3184.28605	-0.00101
3182.35734	-0.00102
3180.42864	-0.00102
3178.49994	-0.00101
3176.57124	-0.001
3174.64254	-0.00101
3172.71384	-0.00102
3170.78514	-0.00103
3168.85643	-0.00103
3166.92773	-0.00103
3164.99903	-0.00103
3163.07033	-0.00103
3161.14163	-0.00103
3159.21293	-0.00104
3157.28423	-0.00104
3155.35552	-0.00104
3153.42682	-0.00105
3151.49812	-0.00105
3149.56942	-0.00107
3147.64072	-0.00107
3145.71202	-0.00106
3143.78332	-0.00104
